#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Temperature (°C)
Neolamprologus christyi,Eukaryota;Animals;Fishes,ITG2,SAMN12123749,PRJNA550295,GCA_015104465.1,Scaffold,699.214,40.4,,VVEX01,71074,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/465/GCA_015104465.1_ITG2.scf,,
Limnochromis auritus,Eukaryota;Animals;Fishes,ITB1,SAMN12123744,PRJNA550295,GCA_015104565.1,Scaffold,690.306,40.3,,VVET01,54155,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/565/GCA_015104565.1_ITB1.scf,,
Cyprichromis leptosoma,Eukaryota;Animals;Fishes,ISI2,SAMN12123740,PRJNA550295,GCA_015104635.1,Scaffold,686.587,40.4,,VVEP01,61847,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/635/GCA_015104635.1_ISI2.scf,,
Julidochromis ornatus,Eukaryota;Animals;Fishes,ISC1,SAMN12123736,PRJNA550295,GCA_015104675.1,Scaffold,693.065,40.4,,VVEL01,70665,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/675/GCA_015104675.1_ISC1.scf,,
Lobochilotes labiatus,Eukaryota;Animals;Fishes,ISD8,SAMN12123738,PRJNA550295,GCA_015104595.1,Scaffold,685.97,40.4,,VVEN01,61345,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/595/GCA_015104595.1_ISD8.scf,,
Altolamprologus compressiceps,Eukaryota;Animals;Fishes,ISC9,SAMN12123737,PRJNA550295,GCA_015104655.1,Scaffold,704.179,40.4,,VVEM01,70922,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/655/GCA_015104655.1_ISC9.scf,,
Neolamprologus pulcher,Eukaryota;Animals;Fishes,ISB3,SAMN12123734,PRJNA550295,GCA_015104715.1,Scaffold,688.077,40.4,,VVEJ01,74460,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/715/GCA_015104715.1_ISB3.scf,,
Neolamprologus savoryi,Eukaryota;Animals;Fishes,ISA8,SAMN12123732,PRJNA550295,GCA_015104745.1,Scaffold,697.329,40.4,,VVEH01,67926,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/745/GCA_015104745.1_ISA8.scf,,
Trematocara marginatum,Eukaryota;Animals;Fishes,ISA3,SAMN12123730,PRJNA550295,GCA_015104795.1,Scaffold,678.914,40.1,,VVEF01,100501,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/795/GCA_015104795.1_ISA3.scf,,
Neolamprologus multifasciatus,Eukaryota;Animals;Fishes,IRF8,SAMN12123724,PRJNA550295,GCA_015104955.1,Scaffold,661.545,40.3,,VVDZ01,88871,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/955/GCA_015104955.1_IRF8.scf,,
Ectodus descampsii,Eukaryota;Animals;Fishes,IRD7,SAMN12123719,PRJNA550295,GCA_015104995.1,Scaffold,697.274,40.5,,VVDV01,69055,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/995/GCA_015104995.1_IRD7.scf,,
Xenotilapia singularis,Eukaryota;Animals;Fishes,IRD9,SAMN12123721,PRJNA550295,GCA_015104975.1,Scaffold,666.021,40.4,,VVDX01,87823,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/104/975/GCA_015104975.1_IRD9.scf,,
Julidochromis dickfeldi,Eukaryota;Animals;Fishes,IRC4,SAMN12123717,PRJNA550295,GCA_015105015.1,Scaffold,708.9,40.4,,VVDT01,66244,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/015/GCA_015105015.1_IRC4.scf,,
Lestradea perspicax,Eukaryota;Animals;Fishes,IRA2,SAMN12123714,PRJNA550295,GCA_015105095.1,Scaffold,670.396,40.4,,VVDQ01,74544,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/095/GCA_015105095.1_IRA2.scf,,
Perissodus microlepis,Eukaryota;Animals;Fishes,IQC4,SAMN12123709,PRJNA550295,GCA_015105195.1,Scaffold,703.474,40.3,,VVDL01,56991,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/195/GCA_015105195.1_IQC4.scf,,
Haplotaxodon trifasciatus,Eukaryota;Animals;Fishes,IQB6,SAMN12123705,PRJNA550295,GCA_015105275.1,Scaffold,689.492,40.2,,VVDH01,60802,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/275/GCA_015105275.1_IQB6.scf,,
Haplotaxodon microlepis,Eukaryota;Animals;Fishes,IQB8,SAMN12123706,PRJNA550295,GCA_015105255.1,Scaffold,725.878,40.4,,VVDI01,52021,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/255/GCA_015105255.1_IQB8.scf,,
Neolamprologus tetracanthus,Eukaryota;Animals;Fishes,IPG3,SAMN12123701,PRJNA550295,GCA_015105335.1,Scaffold,711.815,40.4,,VVDE01,67501,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/335/GCA_015105335.1_IPG3.scf,,
Neolamprologus caudopunctatus,Eukaryota;Animals;Fishes,IQA3,SAMN12123703,PRJNA550295,GCA_015105295.1,Scaffold,716.78,40.4,,VVDF01,69091,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/295/GCA_015105295.1_IQA3.scf,,
Interochromis loocki,Eukaryota;Animals;Fishes,IPB6,SAMN12123694,PRJNA550295,GCA_015105475.1,Scaffold,694.364,40.4,,VVCX01,56205,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/475/GCA_015105475.1_IPB6.scf,,
Xenotilapia boulengeri,Eukaryota;Animals;Fishes,IPE7,SAMN12123698,PRJNA550295,GCA_015105375.1,Scaffold,684.286,40.4,,VVDB01,76516,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/375/GCA_015105375.1_IPE7.scf,,
Lamprologus lemairii,Eukaryota;Animals;Fishes,IZI7,SAMN12123808,PRJNA550295,GCA_015107875.1,Scaffold,675.674,40.3,,VVGY01,78384,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/875/GCA_015107875.1_IZI7.scf,,
Lepidiolamprologus cunningtoni,Eukaryota;Animals;Fishes,IOH5,SAMN12123693,PRJNA550295,GCA_015105495.1,Scaffold,717.162,40.4,,VVCW01,68462,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/495/GCA_015105495.1_IOH5.scf,,
Cyathopharynx foae,Eukaryota;Animals;Fishes,IOD4,SAMN12123686,PRJNA550295,GCA_015105635.1,Scaffold,669.536,40.5,,VVCQ01,77243,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/635/GCA_015105635.1_IOD4.scf,,
Cyphotilapia gibberosa,Eukaryota;Animals;Fishes,INH7,SAMN12123684,PRJNA550295,GCA_015105655.1,Scaffold,707.718,40.3,,VVCO01,54192,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/655/GCA_015105655.1_INH7.scf,,
Xenotilapia leptura,Eukaryota;Animals;Fishes,INF1,SAMN12123681,PRJNA550295,GCA_015105755.1,Scaffold,714.187,40.5,,VVCL01,77717,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/755/GCA_015105755.1_INF1.scf,,
Plecodus straeleni,Eukaryota;Animals;Fishes,INE8,SAMN12123679,PRJNA550295,GCA_015105735.1,Scaffold,713.795,40.3,,VVCJ01,52659,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/735/GCA_015105735.1_INE8.scf,,
Telmatochromis brachygnathus,Eukaryota;Animals;Fishes,JBE9,SAMN12123828,PRJNA550295,GCA_015107635.1,Scaffold,685.667,40.4,,VVHR01,71963,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/635/GCA_015107635.1_JBE9.scf,,
Xenotilapia rotundiventralis,Eukaryota;Animals;Fishes,JBE7,SAMN12123826,PRJNA550295,GCA_015105935.1,Scaffold,704.55,40.5,,VVHP01,75846,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/935/GCA_015105935.1_JBE7.scf,,
Telmatochromis vittatus,Eukaryota;Animals;Fishes,JBD6,SAMN12123824,PRJNA550295,GCA_015107575.1,Scaffold,692.465,40.4,,VVHN01,68917,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/575/GCA_015107575.1_JBD6.scf,,
Xenotilapia flavipinnis,Eukaryota;Animals;Fishes,JAF7,SAMN12123818,PRJNA550295,GCA_015105975.1,Scaffold,714.266,40.5,,VVHH01,70402,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/105/975/GCA_015105975.1_JAF7.scf,,
Xenotilapia nigrolabiata,Eukaryota;Animals;Fishes,IXF4,SAMN12123789,PRJNA550295,GCA_015106095.1,Scaffold,707.02,40.5,,VVGH01,68093,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/095/GCA_015106095.1_IXF4.scf,,
Baileychromis centropomoides,Eukaryota;Animals;Fishes,JAE9,SAMN12123816,PRJNA550295,GCA_015107735.1,Scaffold,706.241,40.4,,VVHF01,57637,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/735/GCA_015107735.1_JAE9.scf,,
Perissodus multidentatus,Eukaryota;Animals;Fishes,IZA8,SAMN12123798,PRJNA550295,GCA_015106075.1,Scaffold,716.641,40.3,,VVGP01,49509,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/075/GCA_015106075.1_IZA8.scf,,
Petrochromis famula,Eukaryota;Animals;Fishes,IYA7,SAMN12123793,PRJNA550295,GCA_015108095.1,Scaffold,684.082,40.4,,VVGL01,60142,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/095/GCA_015108095.1_IYA7.scf,,
Hemibates stenosoma,Eukaryota;Animals;Fishes,IXC2,SAMN12123787,PRJNA550295,GCA_015106175.1,Scaffold,693.608,40.5,,VVGF01,74504,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/175/GCA_015106175.1_IXC2.scf,,
Xenotilapia caudafasciata,Eukaryota;Animals;Fishes,IXC1,SAMN12123786,PRJNA550295,GCA_015106215.1,Scaffold,686.449,40.5,,VVGE01,68914,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/215/GCA_015106215.1_IXC1.scf,,
Greenwoodochromis bellcrossi,Eukaryota;Animals;Fishes,IXB5,SAMN12123782,PRJNA550295,GCA_015106255.1,Scaffold,715.593,40.4,,VVGA01,50634,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/255/GCA_015106255.1_IXB5.scf,,
Trematocara unimaculatum,Eukaryota;Animals;Fishes,IXA6,SAMN12123781,PRJNA550295,GCA_015106295.1,Scaffold,705.42,40.2,,VVFZ01,94913,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/295/GCA_015106295.1_IXA6.scf,,
Perissodus eccentricus,Eukaryota;Animals;Fishes,IZB2,SAMN12123800,PRJNA550295,GCA_015107955.1,Scaffold,717.642,40.4,,VVGR01,51690,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/955/GCA_015107955.1_IZB2.scf,,
Bathybates minor,Eukaryota;Animals;Fishes,JBG3,SAMN12123829,PRJNA550295,GCA_015107595.1,Scaffold,692.256,40.4,,VVHS01,75350,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/595/GCA_015107595.1_JBG3.scf,,
Cunningtonia longiventralis,Eukaryota;Animals;Fishes,IWD8,SAMN12123777,PRJNA550295,GCA_015106375.1,Scaffold,667.63,40.4,,VVFV01,80224,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/375/GCA_015106375.1_IWD8.scf,,
Lamprologus signatus,Eukaryota;Animals;Fishes,IWD6,SAMN12123775,PRJNA550295,GCA_015106455.1,Scaffold,706.389,40.4,,VVFT01,67102,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/455/GCA_015106455.1_IWD6.scf,,
Sargochromis carlottae,Eukaryota;Animals;Fishes,JWF4,SAMN12123908,PRJNA550295,GCA_015106635.1,Scaffold,706.232,40.4,,VUQV01,63952,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/635/GCA_015106635.1_JWF4.scf,,
Thoracochromis brauschi,Eukaryota;Animals;Fishes,JWF8,SAMN12123912,PRJNA550295,GCA_015106615.1,Scaffold,709.114,40.4,,VUQZ01,62130,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/615/GCA_015106615.1_JWF8.scf,,
Coptodon bakossiorum,Eukaryota;Animals;Fishes,JWE5,SAMN12123900,PRJNA550295,GCA_015106655.1,Scaffold,729.868,40.2,,VUQO01,50658,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/655/GCA_015106655.1_JWE5.scf,,
Serranochromis macrocephalus,Eukaryota;Animals;Fishes,JWF5,SAMN12123909,PRJNA550295,GCA_015106695.1,Scaffold,720.263,40.5,,VUQW01,61443,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/695/GCA_015106695.1_JWF5.scf,,
Pelmatolapia mariae,Eukaryota;Animals;Fishes,JWF2,SAMN12123906,PRJNA550295,GCA_015106675.1,Scaffold,742.559,40.2,,VUQT01,54897,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/675/GCA_015106675.1_JWF2.scf,,
Bujurquina vittata,Eukaryota;Animals;Fishes,JWD8,SAMN12123894,PRJNA550295,GCA_015106715.1,Scaffold,685.844,41.2,,VUQK01,44515,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/715/GCA_015106715.1_JWD8.scf,,
Etia nguti,Eukaryota;Animals;Fishes,JWD3,SAMN12123890,PRJNA550295,GCA_015106755.1,Scaffold,737.182,40.2,,VUQG01,46212,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/755/GCA_015106755.1_JWD3.scf,,
Lamprologus meleagris,Eukaryota;Animals;Fishes,JWA9,SAMN12123885,PRJNA550295,GCA_015108715.1,Scaffold,688.78,40.2,,VUQB01,95078,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/715/GCA_015108715.1_JWA9.scf,,
Petrochromis horii,Eukaryota;Animals;Fishes,IWB6,SAMN12123771,PRJNA550295,GCA_015106495.1,Scaffold,702.243,40.4,,VVFQ01,57473,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/495/GCA_015106495.1_IWB6.scf,,
Haplochromis vanheusdeni,Eukaryota;Animals;Fishes,JWG3,SAMN12123916,PRJNA550295,GCA_015106555.1,Scaffold,688.696,40.4,,VURA01,81276,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/555/GCA_015106555.1_JWG3.scf,,
Tropheus annectens,Eukaryota;Animals;Fishes,JWG4,SAMN12123917,PRJNA550295,GCA_015106575.1,Scaffold,711.87,40.4,,VURB01,54797,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/575/GCA_015106575.1_JWG4.scf,,
Xenotilapia ochrogenys,Eukaryota;Animals;Fishes,JVH4,SAMN12123874,PRJNA550295,GCA_015106855.1,Scaffold,701.404,40.5,,VUPR01,78807,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/855/GCA_015106855.1_JVH4.scf,,
Lestradea stappersii,Eukaryota;Animals;Fishes,JVH2,SAMN12123872,PRJNA550295,GCA_015106895.1,Scaffold,680.245,40.5,,VUPP01,75653,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/895/GCA_015106895.1_JVH2.scf,,
Etroplus canarensis,Eukaryota;Animals;Fishes,JWD4,SAMN12123891,PRJNA550295,GCA_015106775.1,Scaffold,975.369,40.7,,VUQH01,91474,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/775/GCA_015106775.1_JWD4.scf,,
Cyprichromis microlepidotus,Eukaryota;Animals;Fishes,JVF2,SAMN12123871,PRJNA550295,GCA_015106915.1,Scaffold,680.369,40.4,,VUPO01,65115,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/915/GCA_015106915.1_JVF2.scf,,
Neolamprologus mondabu,Eukaryota;Animals;Fishes,JVB4,SAMN12123866,PRJNA550295,GCA_015106975.1,Scaffold,708.907,40.4,,VUPK01,66349,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/106/975/GCA_015106975.1_JVB4.scf,,
Neolamprologus furcifer,Eukaryota;Animals;Fishes,JEI6,SAMN12123856,PRJNA550295,GCA_015108955.1,Scaffold,719.345,40.5,,VUPB01,62892,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/955/GCA_015108955.1_JEI6.scf,,
Neolamprologus buescheri,Eukaryota;Animals;Fishes,JEI5,SAMN12123855,PRJNA550295,GCA_015107095.1,Scaffold,688.596,40.4,,VUPA01,78610,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/095/GCA_015107095.1_JEI5.scf,,
Triglachromis otostigma,Eukaryota;Animals;Fishes,JEG5,SAMN12123852,PRJNA550295,GCA_015107115.1,Scaffold,694.207,40.3,,VUOX01,66640,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/115/GCA_015107115.1_JEG5.scf,,
Cyprichromis coloratus,Eukaryota;Animals;Fishes,JEC7,SAMN12123848,PRJNA550295,GCA_015107215.1,Scaffold,702.549,40.5,,VVIJ01,53570,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/215/GCA_015107215.1_JEC7.scf,,
Plecodus paradoxus,Eukaryota;Animals;Fishes,JDI4,SAMN12123845,PRJNA550295,GCA_015107295.1,Scaffold,706.454,40.3,,VVIH01,53948,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/295/GCA_015107295.1_JDI4.scf,,
Lamprologus laparogramma,Eukaryota;Animals;Fishes,JDI2,SAMN12123844,PRJNA550295,GCA_015107315.1,Scaffold,707.546,40.4,,VVIG01,69084,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/315/GCA_015107315.1_JDI2.scf,,
Neolamprologus meeli,Eukaryota;Animals;Fishes,JDF4,SAMN12123840,PRJNA550295,GCA_015107355.1,Scaffold,705.985,40.4,,VVIC01,68838,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/355/GCA_015107355.1_JDF4.scf,,
Bathybates hornii,Eukaryota;Animals;Fishes,JDE4,SAMN12123836,PRJNA550295,GCA_015107495.1,Scaffold,723.041,40.4,,VVHY01,69102,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/495/GCA_015107495.1_JDE4.scf,,
Boulengerochromis microlepis,Eukaryota;Animals;Fishes,JCF2,SAMN12123832,PRJNA550295,GCA_015107555.1,Scaffold,728.877,40.2,,VVHU01,51548,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/555/GCA_015107555.1_JCF2.scf,,
Grammatotria lemairii,Eukaryota;Animals;Fishes,JDD7,SAMN12123833,PRJNA550295,GCA_015107505.1,Scaffold,711.002,40.5,,VVHV01,56877,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/505/GCA_015107505.1_JDD7.scf,,
Eretmodus cyanostictus,Eukaryota;Animals;Fishes,IZH7,SAMN12123806,PRJNA550295,GCA_015107895.1,Scaffold,720.832,40.3,,VVGW01,52837,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/895/GCA_015107895.1_IZH7.scf,,
Greenwoodochromis christyi,Eukaryota;Animals;Fishes,IZE4,SAMN12123804,PRJNA550295,GCA_015107935.1,Scaffold,708.141,40.3,,VVGU01,54622,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/107/935/GCA_015107935.1_IZE4.scf,,
Julidochromis marlieri,Eukaryota;Animals;Fishes,JXB5,SAMN12123934,PRJNA550295,GCA_015108065.1,Scaffold,706.627,40.4,,VURS01,65347,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/065/GCA_015108065.1_JXB5.scf,,
Neolamprologus pectoralis,Eukaryota;Animals;Fishes,JWA7,SAMN12123883,PRJNA550295,GCA_015108755.1,Scaffold,713.763,40.4,,VUPZ01,64850,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/755/GCA_015108755.1_JWA7.scf,,
Pelvicachromis taeniatus,Eukaryota;Animals;Fishes,JWI4,SAMN12123930,PRJNA550295,GCA_015108175.1,Scaffold,693.29,41.2,,VURO01,51222,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/175/GCA_015108175.1_JWI4.scf,,
Telmatochromis brichardi,Eukaryota;Animals;Fishes,JVI9,SAMN12123876,PRJNA550295,GCA_015108855.1,Scaffold,687.89,40.4,,VUPT01,71251,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/855/GCA_015108855.1_JVI9.scf,,
Neolamprologus longicaudatus,Eukaryota;Animals;Fishes,JWI3,SAMN12123929,PRJNA550295,GCA_015108155.1,Scaffold,712.97,40.4,,VURN01,62543,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/155/GCA_015108155.1_JWI3.scf,,
Neolamprologus leleupi,Eukaryota;Animals;Fishes,JWH9,SAMN12123927,PRJNA550295,GCA_015108215.1,Scaffold,711.354,40.4,,VURL01,63428,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/215/GCA_015108215.1_JWH9.scf,,
Neolamprologus gracilis,Eukaryota;Animals;Fishes,JWH2,SAMN12123922,PRJNA550295,GCA_015108275.1,Scaffold,717.379,40.4,,VURG01,61730,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/275/GCA_015108275.1_JWH2.scf,,
Hemichromis elongatus,Eukaryota;Animals;Fishes,JWE9,SAMN12123904,PRJNA550295,GCA_015108515.1,Scaffold,694.332,40.3,,VUQR01,37326,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/515/GCA_015108515.1_JWE9.scf,,
Pharyngochromis acuticeps,Eukaryota;Animals;Fishes,JWF3,SAMN12123907,PRJNA550295,GCA_015108475.1,Scaffold,703.218,40.4,,VUQU01,62339,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/475/GCA_015108475.1_JWF3.scf,,
Tilapia sparmanii,Eukaryota;Animals;Fishes,JWF7,SAMN12123911,PRJNA550295,GCA_015108415.1,Scaffold,729.331,40.1,,VUQY01,51706,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/415/GCA_015108415.1_JWF7.scf,,
Lamprologus tigripictilis,Eukaryota;Animals;Fishes,JWF6,SAMN12123910,PRJNA550295,GCA_015108455.1,Scaffold,710.947,40.4,,VUQX01,71624,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/455/GCA_015108455.1_JWF6.scf,,
Coptodon rendalli,Eukaryota;Animals;Fishes,JWE6,SAMN12123901,PRJNA550295,GCA_015108555.1,Scaffold,734.511,40.2,,VUQP01,51376,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/555/GCA_015108555.1_JWE6.scf,,
Heterochromis multidens,Eukaryota;Animals;Fishes,JWF1,SAMN12123905,PRJNA550295,GCA_015108495.1,Scaffold,833.342,39.7,,VUQS01,77704,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/495/GCA_015108495.1_JWF1.scf,,
Andinoacara biseriatus,Eukaryota;Animals;Fishes,JWD7,SAMN12123893,PRJNA550295,GCA_015108635.1,Scaffold,682.786,40.7,,VUQJ01,46099,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/635/GCA_015108635.1_JWD7.scf,,
Neolamprologus variostigma,Eukaryota;Animals;Fishes,JWA6,SAMN12123882,PRJNA550295,GCA_015108695.1,Scaffold,720.959,40.4,,VUPY01,65227,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/695/GCA_015108695.1_JWA6.scf,,
Neolamprologus olivaceous,Eukaryota;Animals;Fishes,JWH6,SAMN12123926,PRJNA550295,GCA_015108255.1,Scaffold,711.189,40.4,,VURK01,65548,0,2020-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/108/255/GCA_015108255.1_JWH6.scf,,
